,Power,DateTime
653,-15.0,2018-08-31 04:10:00
654,-15.0,2018-08-31 04:20:00
655,-15.0,2018-08-31 04:30:00
656,-15.0,2018-08-31 04:40:00
657,-15.0,2018-08-31 04:50:00
658,-15.0,2018-08-31 05:00:00
659,-15.0,2018-08-31 05:10:00
660,-15.0,2018-08-31 05:20:00
661,-15.0,2018-08-31 05:30:00
662,-15.0,2018-08-31 05:40:00
663,-15.0,2018-08-31 05:50:00
664,-15.0,2018-08-31 06:00:00
665,-15.0,2018-08-31 06:10:00
666,-15.0,2018-08-31 06:20:00
667,-30.0,2018-08-31 06:30:00
668,-24.0,2018-08-31 06:40:00
669,25.0,2018-08-31 06:50:00
670,-3.0,2018-08-31 07:00:00
671,100.0,2018-08-31 07:10:00
672,181.0,2018-08-31 07:20:00
673,159.0,2018-08-31 07:30:00
674,161.0,2018-08-31 07:40:00
675,134.0,2018-08-31 07:50:00
676,245.0,2018-08-31 08:00:00
677,312.0,2018-08-31 08:10:00
678,347.0,2018-08-31 08:20:00
679,393.0,2018-08-31 08:30:00
680,543.0,2018-08-31 08:40:00
681,822.0,2018-08-31 08:50:00
682,1602.0,2018-08-31 09:00:00
683,998.0,2018-08-31 09:10:00
684,1284.0,2018-08-31 09:20:00
685,1155.0,2018-08-31 09:30:00
686,887.0,2018-08-31 09:40:00
687,1295.0,2018-08-31 09:50:00
688,2227.0,2018-08-31 10:00:00
689,2534.0,2018-08-31 10:10:00
690,2407.0,2018-08-31 10:20:00
691,1900.0,2018-08-31 10:30:00
692,1810.0,2018-08-31 10:40:00
693,1906.0,2018-08-31 10:50:00
694,2341.0,2018-08-31 11:00:00
695,2344.0,2018-08-31 11:10:00
696,2414.0,2018-08-31 11:20:00
697,1838.0,2018-08-31 11:30:00
698,2337.0,2018-08-31 11:40:00
699,2295.0,2018-08-31 11:50:00
700,1716.0,2018-08-31 12:00:00
701,2832.0,2018-08-31 12:10:00
702,1277.0,2018-08-31 12:20:00
703,1554.0,2018-08-31 12:30:00
704,2154.0,2018-08-31 12:40:00
705,1039.0,2018-08-31 12:50:00
